customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
FB25242,Oregon,M,College,568691.53,63143.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
RW51650,Oregon,M,Bachelor,862283.54,97361.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
XX94684,Nevada,M,High School or Below,507967.48,50052.0,130.0,0.0,Personal Auto,Luxury,624.0
AH99727,Arizona,F,Bachelor,562331.45,11612.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
NZ85858,Arizona,F,High School or Below,527001.36,78115.0,65.0,0.0,Personal Auto,Four-Door Car,255.454322
JU19953,California,F,Master,862117.22,81947.0,71.0,0.0,Personal Auto,Two-Door Car,203.993499
LC33025,Oregon,M,College,791833.49,44698.0,211.0,4.0,Personal Auto,Luxury,1012.8
BV86143,California,F,High School or Below,2103401.82,26876.0,66.0,0.0,Personal Auto,Four-Door Car,219.209762
AY88788,Oregon,F,College,1541768.22,69841.0,192.0,0.0,Personal Auto,Luxury,878.812468
OJ33945,Oregon,F,High School or Below,869263.68,97768.0,72.0,0.0,Personal Auto,Two-Door Car,151.843731
LO84523,Oregon,M,High School or Below,650314.39,0.0,187.0,0.0,Personal Auto,Luxury,1588.682955
HZ25580,Washington,F,High School or Below,239619.24,39062.0,61.0,0.0,Corporate Auto,Two-Door Car,346.991025
AR96516,Oregon,F,Bachelor,591495.18,50217.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
JP69864,Washington,F,Bachelor,224844.96,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
DL26809,Nevada,M,College,682679.77,0.0,68.0,0.0,Personal Auto,Two-Door Car,489.6
MV69686,Oregon,F,Doctor,398218.07,38500.0,99.0,1.0,Corporate Auto,Four-Door Car,423.286512
SC95565,Nevada,F,High School or Below,288777.97,62018.0,71.0,0.0,Personal Auto,Two-Door Car,293.865315
RL31641,Oregon,F,College,225241.68,0.0,65.0,0.0,Personal Auto,Two-Door Car,468.0
OH83248,California,M,Master,845853.13,57394.0,106.0,0.0,Personal Auto,Four-Door Car,316.492058
DB28979,California,M,Bachelor,747831.37,23530.0,65.0,0.0,Corporate Auto,Two-Door Car,312.0
ZS32263,California,F,High School or Below,378864.98,48887.0,95.0,0.0,Personal Auto,Four-Door Car,456.0
IY59173,Oregon,F,Master,522068.53,68867.0,129.0,0.0,Personal Auto,SUV,619.2
KL17620,California,F,College,713029.48,12062.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
CP28581,Arizona,M,College,851359.27,59230.0,107.0,0.0,Personal Auto,SUV,245.076091
QR15592,Arizona,F,Bachelor,566013.38,59586.0,72.0,0.0,Personal Auto,Four-Door Car,91.198362
RI85578,Washington,F,Bachelor,263814.01,79699.0,65.0,0.0,Personal Auto,Two-Door Car,348.82656
TG68823,Arizona,F,Bachelor,531889.66,25134.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
WO78310,Oregon,F,College,416016.26,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
SC78905,Oregon,F,College,223734.78,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
EL88957,California,M,College,346012.3,0.0,100.0,1.0,Personal Auto,SUV,720.0
SS54050,California,M,Bachelor,1600550.51,44901.0,70.0,2.0,Personal Auto,Four-Door Car,460.806124
ZV99487,Arizona,F,Bachelor,698660.37,0.0,93.0,0.0,Personal Auto,Four-Door Car,149.269407
XI51746,Oregon,F,Bachelor,882696.15,28463.0,113.0,2.0,Personal Auto,SUV,324.317667
KG85675,Nevada,F,Bachelor,472686.93,13037.0,124.0,0.0,Personal Auto,SUV,839.348464
KK64803,California,M,High School or Below,2744347.48,82320.0,99.0,1.0,Personal Auto,Four-Door Car,475.2
OM80593,California,F,Bachelor,724731.35,0.0,104.0,0.0,Personal Auto,SUV,499.2
RL59810,Oregon,F,College,513785.21,78460.0,64.0,0.0,Personal Auto,Four-Door Car,203.568733
QQ53360,Nevada,M,College,273905.72,0.0,92.0,4.0,Personal Auto,Two-Door Car,657.290491
WR76339,California,M,College,509279.39,46922.0,64.0,0.0,Corporate Auto,Two-Door Car,403.385123
BA40043,California,M,College,579982.68,60689.0,74.0,0.0,Corporate Auto,Four-Door Car,5.746657
MK52197,Nevada,F,Master,550706.32,0.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
SV48204,Oregon,F,College,1048491.54,61108.0,89.0,0.0,Personal Auto,Four-Door Car,49.451117
RJ79502,Arizona,M,Bachelor,850128.0,98003.0,107.0,0.0,Personal Auto,SUV,449.408637
LY14355,Washington,F,High School or Below,293598.83,73847.0,73.0,1.0,Personal Auto,Two-Door Car,350.4
NL32558,Arizona,F,High School or Below,650339.7,22081.0,84.0,0.0,Personal Auto,Two-Door Car,451.670309
CP92616,Nevada,M,High School or Below,4680522.31,83006.0,235.0,1.0,Personal Auto,Luxury,1065.049894
BP28492,Arizona,F,College,483471.05,38713.0,66.0,4.0,Corporate Auto,Four-Door Car,316.8
MX28412,Oregon,F,College,257532.37,28700.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
DT99586,California,F,Master,3711165.95,61552.0,115.0,0.0,Personal Auto,SUV,12.252847
IC41932,Nevada,M,College,437119.04,56718.0,113.0,1.0,Personal Auto,SUV,542.4
DA35744,Oregon,M,Doctor,1679633.6,66776.0,71.0,0.0,Corporate Auto,Four-Door Car,131.808343
GU96042,California,M,High School or Below,798850.64,58268.0,67.0,0.0,Corporate Auto,Two-Door Car,228.641342
UW98698,California,M,College,226984.11,0.0,68.0,0.0,Personal Auto,Four-Door Car,542.016902
SF32458,California,M,Doctor,499147.2,12608.0,66.0,1.0,Personal Auto,Four-Door Car,214.866605
OM85313,California,M,Master,292193.09,63499.0,73.0,0.0,Personal Auto,Four-Door Car,278.964095
MH81246,Oregon,M,High School or Below,761319.31,36247.0,96.0,0.0,Corporate Auto,Four-Door Car,329.522858
OH99089,California,F,Master,582740.97,30228.0,73.0,0.0,Personal Auto,Four-Door Car,163.345647
TG57800,Oregon,F,College,260064.12,0.0,74.0,0.0,Personal Auto,Two-Door Car,501.472124
GX19342,California,F,High School or Below,849146.57,0.0,116.0,0.0,Personal Auto,Four-Door Car,1193.115879
XE39286,Arizona,F,Bachelor,977873.36,99364.0,121.0,0.0,Personal Auto,Luxury,580.8
JA93297,California,M,Bachelor,2265853.65,23665.0,67.0,0.0,Personal Auto,Four-Door Car,404.817249
II37789,Arizona,F,College,1000402.76,0.0,94.0,0.0,Corporate Auto,Four-Door Car,807.168846
IC32996,Oregon,M,High School or Below,487277.44,69247.0,61.0,1.0,Corporate Auto,Two-Door Car,226.522147
LO67195,Arizona,F,College,744481.46,56047.0,92.0,0.0,Corporate Auto,Four-Door Car,82.733588
PG93638,Oregon,M,College,576111.12,28919.0,73.0,0.0,Personal Auto,Two-Door Car,207.828024
OZ41737,Oregon,F,Doctor,536677.91,0.0,70.0,0.0,Personal Auto,Four-Door Car,223.174067
OY66019,Oregon,F,College,625947.78,0.0,83.0,0.0,Personal Auto,Four-Door Car,254.142365
CH73843,Arizona,M,High School or Below,762358.07,69900.0,64.0,0.0,Personal Auto,Two-Door Car,33.97
XT93203,California,M,High School or Below,1096395.72,55687.0,276.0,0.0,Personal Auto,Luxury,1324.8
OR85652,Oregon,F,Bachelor,742784.51,78294.0,92.0,0.0,Personal Auto,Four-Door Car,181.148732
LR10110,Washington,F,Bachelor,550413.9,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
XK11432,Arizona,M,Bachelor,466512.96,0.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
OX24868,California,F,High School or Below,602184.25,0.0,168.0,0.0,Personal Auto,SUV,1476.670903
EZ74530,Nevada,M,High School or Below,307410.55,0.0,104.0,3.0,Personal Auto,Luxury,748.8
HP46467,Oregon,F,College,495308.64,21385.0,127.0,0.0,Corporate Auto,SUV,609.6
KP54476,California,M,Master,778048.93,87128.0,97.0,0.0,Personal Auto,Two-Door Car,495.612777
AI47152,Nevada,F,College,799277.91,35434.0,66.0,0.0,Personal Auto,Four-Door Car,297.051768
BU15334,California,F,Master,417068.73,29462.0,107.0,1.0,Corporate Auto,SUV,513.6
GD59796,Nevada,F,College,2322823.67,53243.0,102.0,3.0,Personal Auto,Four-Door Car,489.6
OX59701,California,M,High School or Below,544581.7,21006.0,139.0,1.0,Personal Auto,SUV,667.2
OD63728,California,F,College,455849.84,0.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
JC38573,Oregon,M,Bachelor,552821.28,36088.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
RC11491,Oregon,F,College,1039066.65,28948.0,131.0,0.0,Corporate Auto,SUV,295.83086
RZ24101,Nevada,F,College,714254.91,24417.0,185.0,0.0,Personal Auto,SUV,888.0
OB88698,Oregon,M,High School or Below,546954.3,67099.0,69.0,0.0,Personal Auto,Two-Door Car,22.995594
IK92617,Oregon,F,Bachelor,1162873.4,97830.0,96.0,0.0,Personal Auto,Four-Door Car,298.362415
YH43996,Arizona,M,College,1018965.43,0.0,101.0,0.0,Personal Auto,Four-Door Car,727.2
BJ65040,Arizona,F,High School or Below,273343.19,93558.0,67.0,0.0,Personal Auto,Four-Door Car,478.234236
WY57101,Arizona,F,Doctor,401445.31,37384.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
OG77759,Arizona,M,Bachelor,711953.19,28227.0,62.0,0.0,Personal Auto,Four-Door Car,551.28213
HN38084,Nevada,M,High School or Below,1177279.07,51008.0,74.0,0.0,Corporate Auto,Two-Door Car,355.2
GD11927,California,M,High School or Below,238179.08,78185.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
MC20349,California,F,Bachelor,520835.39,0.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
HM22034,Nevada,M,College,501872.79,0.0,68.0,0.0,Personal Auto,Four-Door Car,670.47746
KH48996,Arizona,F,Bachelor,1190054.48,97205.0,100.0,2.0,Personal Auto,Luxury,5.573179
VF32979,Washington,F,Bachelor,580017.19,25472.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
LS90887,California,F,Bachelor,567438.12,26225.0,72.0,1.0,Special Auto,Four-Door Car,320.777404
EN72010,Oregon,M,College,727143.4,20545.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
KH44031,Oregon,F,Master,316449.4,0.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
GJ47896,Arizona,F,College,266103.34,35503.0,67.0,0.0,Personal Auto,Two-Door Car,216.173135
GD87742,Oregon,F,College,1414055.89,58988.0,118.0,0.0,Personal Auto,Luxury,566.4
MD14027,Nevada,F,Bachelor,765422.71,0.0,74.0,1.0,Personal Auto,Two-Door Car,355.2
XA32915,Nevada,M,High School or Below,219973.95,0.0,64.0,0.0,Personal Auto,Two-Door Car,685.456738
XR52852,Oregon,F,College,200435.07,0.0,66.0,4.0,Special Auto,Four-Door Car,316.8
EZ48947,Nevada,M,College,1311111.32,67197.0,111.0,0.0,Special Auto,SUV,147.948783
OJ50322,Nevada,M,High School or Below,1576260.35,39032.0,198.0,0.0,Personal Auto,SUV,950.4
XB77333,Oregon,F,College,1319792.89,0.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
QB58745,California,M,High School or Below,278753.98,34927.0,70.0,0.0,Personal Auto,Two-Door Car,242.491357
IG62421,Nevada,M,Doctor,343613.43,30817.0,88.0,0.0,Personal Auto,Four-Door Car,91.834668
SF29724,California,F,Bachelor,271336.8,31535.0,70.0,0.0,Personal Auto,Four-Door Car,90.525716
WM95454,California,F,Bachelor,286731.22,23376.0,78.0,0.0,Personal Auto,Four-Door Car,374.4
CB96381,California,F,College,1459024.58,46244.0,62.0,0.0,Corporate Auto,Four-Door Car,255.285875
MJ60422,Arizona,M,Bachelor,665247.45,34886.0,84.0,0.0,Personal Auto,Two-Door Car,403.2
NC63295,Arizona,M,High School or Below,244462.11,0.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
CM55703,Washington,F,College,289691.88,33746.0,74.0,1.0,Personal Auto,Two-Door Car,355.2
ZE76673,Oregon,M,Doctor,1097206.78,24164.0,137.0,0.0,Personal Auto,Luxury,657.6
TO60700,Washington,F,Bachelor,,25859.0,74.0,0.0,Special Auto,Four-Door Car,355.2
WF34690,Oregon,F,Bachelor,1935737.2,0.0,68.0,1.0,Personal Auto,Four-Door Car,326.4
ZM28138,Arizona,F,Bachelor,722712.04,40153.0,61.0,0.0,Personal Auto,Four-Door Car,340.07498
FI14842,Nevada,F,College,785730.39,0.0,104.0,0.0,Personal Auto,SUV,499.2
KC32511,Oregon,F,Master,518162.09,97131.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
NE10467,Arizona,F,High School or Below,428106.22,23712.0,106.0,0.0,Corporate Auto,SUV,508.8
PT93474,Oregon,F,Bachelor,1151316.29,0.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
RL74454,Nevada,F,Bachelor,514711.02,33171.0,65.0,0.0,Personal Auto,Four-Door Car,236.643695
DQ31994,Nevada,F,College,866349.76,0.0,83.0,1.0,Corporate Auto,Four-Door Car,398.4
DN98431,Oregon,F,High School or Below,253532.17,0.0,68.0,0.0,Corporate Auto,Four-Door Car,326.4
EV53200,Nevada,M,College,2150433.88,60228.0,112.0,1.0,Personal Auto,SUV,286.102971
AJ89107,Arizona,M,High School or Below,734932.85,27072.0,93.0,0.0,Personal Auto,Four-Door Car,565.336931
WS25565,California,M,Master,850985.09,26057.0,74.0,0.0,Personal Auto,Four-Door Car,523.888845
ZY33234,Nevada,F,High School or Below,429718.91,66331.0,107.0,0.0,Personal Auto,Two-Door Car,513.6
PS69748,Washington,M,College,871704.98,83846.0,74.0,3.0,Personal Auto,Four-Door Car,355.2
HL33607,Washington,M,College,871704.98,83846.0,74.0,3.0,Personal Auto,Four-Door Car,355.2
DG90902,California,F,College,1747664.14,45106.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
SW96063,Arizona,F,Bachelor,1047989.97,78435.0,130.0,0.0,Personal Auto,SUV,553.61131
CP19929,California,F,Bachelor,224257.44,0.0,63.0,1.0,Corporate Auto,Two-Door Car,453.6
KR50062,Oregon,M,College,275445.68,79507.0,70.0,3.0,Personal Auto,Two-Door Car,442.199439
CU19735,Arizona,M,High School or Below,804120.06,44986.0,101.0,0.0,Corporate Auto,SUV,624.023564
ST52914,Arizona,M,College,604291.19,25899.0,79.0,0.0,Personal Auto,Two-Door Car,568.8
WQ68301,Oregon,M,Bachelor,282743.89,13610.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
LR33381,Nevada,M,Doctor,2204185.64,0.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
UR36912,California,M,Bachelor,279680.22,77362.0,70.0,0.0,Personal Auto,Two-Door Car,386.599797
SK46419,California,M,High School or Below,407284.94,96443.0,102.0,0.0,Personal Auto,SUV,489.6
BY88757,California,M,Master,518246.23,0.0,135.0,1.0,Personal Auto,SUV,939.528475
ER65086,Nevada,M,Doctor,613166.32,90778.0,76.0,0.0,Personal Auto,Four-Door Car,62.291009
TP87527,California,F,High School or Below,239213.11,0.0,65.0,0.0,Corporate Auto,Four-Door Car,361.181122
VL80291,Nevada,F,Master,320966.3,78494.0,79.0,0.0,Personal Auto,Two-Door Car,122.305677
WL45773,California,F,Doctor,280860.6,83497.0,69.0,0.0,Special Auto,Four-Door Car,196.523187
TT36693,Nevada,M,College,436293.12,58842.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
PT12544,Arizona,M,College,688046.89,63935.0,87.0,0.0,Personal Auto,Four-Door Car,221.61885
CI24326,Oregon,M,Bachelor,359106.67,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
YQ73717,California,M,High School or Below,520125.22,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
FG99706,Oregon,F,College,552154.26,0.0,77.0,0.0,Personal Auto,Four-Door Car,369.6
OM63414,Arizona,F,Bachelor,507165.15,62258.0,65.0,0.0,Personal Auto,Two-Door Car,117.450428
JQ74890,Nevada,M,Bachelor,292168.14,0.0,80.0,0.0,Corporate Auto,Four-Door Car,739.310493
FP93662,California,F,Master,1580653.4,58516.0,98.0,0.0,Corporate Auto,Two-Door Car,470.4
SA40041,Washington,F,Bachelor,574988.38,22814.0,73.0,0.0,Personal Auto,Four-Door Car,360.773462
EW82164,California,F,Bachelor,416741.96,56901.0,104.0,0.0,Personal Auto,SUV,499.2
KV99550,California,M,High School or Below,651495.4,0.0,61.0,1.0,Personal Auto,Four-Door Car,292.8
CA96230,California,M,Doctor,918951.83,99443.0,117.0,4.0,Personal Auto,SUV,228.049424
QN17712,Oregon,F,College,823122.34,0.0,113.0,0.0,Personal Auto,SUV,373.073162
KM79894,Arizona,M,Master,309517.54,88246.0,77.0,1.0,Corporate Auto,Four-Door Car,428.608683
KR25511,Washington,M,High School or Below,600521.48,26876.0,76.0,0.0,Corporate Auto,Four-Door Car,364.8
DZ45471,Nevada,M,College,758211.38,64801.0,64.0,0.0,Personal Auto,Four-Door Car,268.471802
DE18949,Oregon,F,College,1634460.81,57029.0,68.0,0.0,Corporate Auto,Two-Door Car,135.788525
BN74268,Arizona,F,College,1176315.25,28045.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
QJ93301,Nevada,M,Master,405337.38,44661.0,101.0,0.0,Personal Auto,Two-Door Car,436.836944
OO92815,Arizona,F,High School or Below,331115.79,21246.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
HV50891,Nevada,M,Doctor,352804.43,31278.0,92.0,4.0,Personal Auto,Two-Door Car,441.6
RK59543,California,F,High School or Below,559538.99,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
IH54239,California,M,Master,508969.43,62474.0,63.0,0.0,Personal Auto,Four-Door Car,112.120881
GB14456,Nevada,M,High School or Below,2233716.31,0.0,130.0,0.0,Personal Auto,SUV,1376.910777
RC95515,Arizona,M,College,479283.05,20647.0,63.0,0.0,Personal Auto,Four-Door Car,185.061408
TI61458,California,F,Bachelor,2778969.24,33806.0,89.0,0.0,Personal Auto,Four-Door Car,395.729716
RB49468,Oregon,F,Bachelor,751166.06,0.0,70.0,0.0,Personal Auto,Four-Door Car,340.201412
SJ18454,Oregon,M,High School or Below,1876755.16,0.0,111.0,0.0,Personal Auto,Luxury,900.14526
KC19420,California,F,College,498764.31,19589.0,127.0,0.0,Personal Auto,SUV,1027.010512
TP12241,California,F,College,512319.68,22338.0,67.0,1.0,Personal Auto,Two-Door Car,307.801098
BD89564,Nevada,M,College,598977.39,66839.0,154.0,0.0,Personal Auto,Luxury,739.2
EC71986,Washington,F,High School or Below,242928.05,26736.0,63.0,0.0,Personal Auto,Four-Door Car,367.92773
CJ97736,Oregon,F,College,582818.22,31364.0,74.0,0.0,Personal Auto,Four-Door Car,461.269135
QF59448,Washington,M,College,283158.77,17752.0,77.0,0.0,Personal Auto,Four-Door Car,369.6
YB70005,Oregon,M,College,976793.69,36225.0,123.0,0.0,Special Auto,SUV,221.048602
QI40455,Oregon,F,Doctor,1209791.22,0.0,107.0,0.0,Personal Auto,SUV,271.014511
YL72747,California,M,High School or Below,226531.86,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
FL18392,California,F,Bachelor,571908.87,77601.0,71.0,0.0,Personal Auto,Two-Door Car,276.640352
AL21967,Oregon,M,Master,1017147.78,74243.0,84.0,0.0,Corporate Auto,Four-Door Car,71.311211
KC67431,California,F,College,1051715.64,46707.0,133.0,0.0,Personal Auto,Luxury,80.70505
EG40823,Oregon,F,Bachelor,430347.14,0.0,116.0,0.0,Personal Auto,SUV,765.566699
QO89177,California,M,College,1192675.33,50234.0,101.0,0.0,Personal Auto,Four-Door Car,484.8
AV72430,Oregon,M,Master,1653170.38,75526.0,103.0,1.0,Personal Auto,Four-Door Car,494.4
TL18087,Washington,M,Bachelor,305928.21,65083.0,77.0,0.0,Personal Auto,Four-Door Car,369.6
WI29961,Nevada,M,High School or Below,543744.37,28343.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
ZR11692,California,M,Bachelor,510329.66,74948.0,64.0,0.0,Corporate Auto,Four-Door Car,216.744457
No36572,Oregon,M,High School or Below,458310.09,22728.0,116.0,0.0,Personal Auto,Four-Door Car,556.8
YZ56105,California,F,High School or Below,640962.75,0.0,99.0,2.0,Personal Auto,Two-Door Car,712.8
MN62189,California,F,High School or Below,899198.45,17331.0,117.0,0.0,Personal Auto,SUV,1138.255325
MQ32284,California,F,College,1223277.63,35133.0,102.0,0.0,Personal Auto,SUV,692.962785
NS38229,Nevada,F,College,512603.89,63147.0,64.0,0.0,Personal Auto,Four-Door Car,87.565229
IB41597,California,F,College,1101416.36,67575.0,91.0,0.0,Personal Auto,Four-Door Car,401.60781
IP68868,Oregon,M,High School or Below,381961.95,0.0,111.0,0.0,Personal Auto,Two-Door Car,799.2
EL70257,California,F,High School or Below,840439.51,48315.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
NB27041,Arizona,F,High School or Below,903567.11,34337.0,113.0,0.0,Corporate Auto,Four-Door Car,542.4
BM28359,Oregon,M,High School or Below,545370.76,33818.0,72.0,4.0,Personal Auto,Four-Door Car,341.878002
VB77950,California,F,High School or Below,376636.66,22439.0,98.0,0.0,Personal Auto,Four-Door Car,470.4
PE47967,Oregon,F,College,728393.44,79055.0,186.0,1.0,Personal Auto,Luxury,177.635183
QR47308,Nevada,F,College,274524.98,45191.0,69.0,0.0,Personal Auto,Four-Door Car,330.782934
YU49449,California,M,Bachelor,262627.94,41990.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
KN25124,Oregon,F,Master,245681.66,50979.0,61.0,1.0,Personal Auto,Two-Door Car,262.842655
HI51182,Oregon,F,College,845367.77,59888.0,106.0,0.0,Personal Auto,Four-Door Car,712.682559
MS18916,California,M,College,350856.95,20978.0,98.0,1.0,Personal Auto,Four-Door Car,1176.2788
IE40701,California,M,High School or Below,287735.43,32807.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
UT48216,Nevada,M,College,784016.58,58414.0,210.0,2.0,Personal Auto,Luxury,1008.0
VN92740,Arizona,F,College,277104.5,50071.0,71.0,0.0,Corporate Auto,Two-Door Car,18.918935
IZ55070,Nevada,F,High School or Below,533948.83,67796.0,69.0,4.0,Personal Auto,Four-Door Car,331.2
HI74419,Washington,M,College,809287.7,50825.0,102.0,0.0,Personal Auto,SUV,369.614729
MP76478,Washington,F,High School or Below,864650.41,64125.0,108.0,0.0,Corporate Auto,SUV,369.818708
DY30071,Oregon,M,Bachelor,565923.84,69387.0,71.0,0.0,Personal Auto,Four-Door Car,71.517444
ZN24083,Oregon,M,Doctor,553246.23,29084.0,71.0,1.0,Corporate Auto,Four-Door Car,492.088331
JU74347,Oregon,M,Bachelor,794351.33,60214.0,100.0,1.0,Corporate Auto,Luxury,291.287905
YJ35850,Oregon,M,High School or Below,977460.58,96018.0,122.0,0.0,Personal Auto,SUV,390.88142
IE15348,Washington,F,High School or Below,406700.47,28466.0,102.0,0.0,Personal Auto,SUV,371.802628
GP67816,California,F,High School or Below,2320839.42,60233.0,116.0,0.0,Personal Auto,Two-Door Car,481.265179
PW51793,Oregon,M,Bachelor,732589.27,52920.0,93.0,0.0,Personal Auto,Four-Door Car,1101.05432
UF59346,California,M,Bachelor,417034.07,90310.0,104.0,0.0,Personal Auto,SUV,166.355491
FG29932,California,M,College,784016.58,58414.0,210.0,2.0,Special Auto,Luxury,1008.0
UX71137,Washington,F,Doctor,887596.55,69205.0,110.0,0.0,Personal Auto,Four-Door Car,372.362565
BY54111,Oregon,M,High School or Below,1937890.78,21159.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
RM83767,Washington,M,College,597099.57,64008.0,85.0,5.0,Personal Auto,Four-Door Car,372.893812
PT15464,Arizona,F,Bachelor,914887.79,68236.0,114.0,0.0,Personal Auto,SUV,20.725611
BP92643,Arizona,F,High School or Below,1377097.62,59207.0,116.0,0.0,Personal Auto,Four-Door Car,556.8
BW94308,Washington,F,High School or Below,2009689.34,92766.0,71.0,0.0,Personal Auto,Two-Door Car,379.029102
GQ46925,Arizona,M,High School or Below,582168.43,77563.0,143.0,0.0,Personal Auto,Luxury,545.999699
RF14806,Arizona,F,College,309580.34,33415.0,78.0,0.0,Personal Auto,Four-Door Car,374.4
KJ23009,California,F,Bachelor,1059854.25,20179.0,133.0,1.0,Corporate Auto,SUV,638.4
IB81655,California,M,Bachelor,769512.3,50147.0,101.0,0.0,Personal Auto,SUV,484.8
SV62436,Washington,,Bachelor,304179.16,13789.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
HR64684,Oregon,M,Master,868982.25,0.0,99.0,5.0,Personal Auto,Four-Door Car,475.2
QS96715,Nevada,F,High School or Below,813177.92,93715.0,102.0,2.0,Personal Auto,SUV,254.83769
SW55711,Oregon,M,High School or Below,381532.16,23540.0,103.0,2.0,Corporate Auto,Two-Door Car,494.4
LZ19268,California,F,College,1163889.95,25370.0,102.0,0.0,Personal Auto,Luxury,489.6
FU74983,Nevada,F,Bachelor,2280053.54,68771.0,96.0,0.0,Personal Auto,Four-Door Car,276.268778
KB99097,California,F,Bachelor,446299.7,0.0,73.0,3.0,Special Auto,Two-Door Car,350.4
AP52126,Oregon,F,College,1315183.2,68562.0,108.0,0.0,Personal Auto,SUV,228.498823
EX61844,Arizona,M,High School or Below,1401997.55,36733.0,71.0,0.0,Personal Auto,Four-Door Car,327.078047
QC30857,Nevada,F,College,293115.52,45768.0,73.0,0.0,Personal Auto,Two-Door Car,191.934494
RT69513,California,F,Bachelor,477475.17,0.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
HV85198,Arizona,M,Master,847141.75,63513.0,70.0,0.0,Personal Auto,Four-Door Car,185.667213
BS91566,Arizona,F,College,543121.91,58161.0,68.0,0.0,Corporate Auto,Four-Door Car,140.747286
IL40123,Nevada,F,College,568964.41,83640.0,70.0,0.0,Corporate Auto,Two-Door Car,471.050488
MY32149,California,F,Master,368672.38,0.0,96.0,0.0,Personal Auto,Two-Door Car,28.460568
SA91515,California,M,Bachelor,399258.39,0.0,111.0,0.0,Personal Auto,SUV,700.349052
